,Tubular,Diffuse,Fragmented,Condensed,Nuc_Solidity,Gene,Metadata_BaseFileName,FileName_ColorImage,Location_Center_X,Location_Center_Y,Mean_Golgi_AreaShape_Center_X,Mean_Golgi_AreaShape_Center_Y,Mean_Nuclei_AreaShape_Solidity,Metadata_U,Metadata_V,Metadata_X,Metadata_Y,ImageQuality_PowerLogLogSlope_Dna,Intensity_IntegratedIntensity_GolgiBGCorr,Mean_Nuclei_Math_CV,Math_Blobness,Math_Diffuseness,Children_Golgi_Count,Mean_MaxAreaGolgi_AreaShape_FormFactor,img_name,img_name_raw
74,0.41530558011351393,0.24419758071669925,-0.9314584603883439,-0.6049834693135541,0.9132779324638322,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X00--Y26--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X00--Y26--T0000--Z00--colorImage.png,597.1463018780431,84.70948295849756,608.0,54.0,0.9684873949579834,0,0,0,26,-1.52617906481,215.3463099934161,0.18637520669329852,0.8056917705240666,0.6859830804791626,1,0.4805241451691658,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X00--Y26--T0000--Z00--colorImage_96.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X00--Y26--T0000--Z00--colorImage_96.png
83,-0.1265152851575571,0.7642647137423138,0.05113017801654398,-1.0038319812541343,0.8037636735864268,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage.png,352.47195213163803,352.11219147344804,359.0,343.5,0.9652880354505168,0,0,0,30,-1.7003536278600002,147.82851227000356,0.2286002186503384,0.7520907303195755,0.7686003850093954,2,0.4062995861429399,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage_109.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage_109.png
86,-1.0485714234443415,0.9507670046031083,1.033718816421432,-0.47344091985092585,0.8978447882308455,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage.png,180.90517766497464,452.6759390862944,184.66666666666663,450.0,0.9680365296803652,0,0,0,30,-1.7003536278600002,331.10172709077597,0.3162333988933639,0.6608739254547767,0.7982279380331575,3,0.5050038346621623,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage_112.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage_112.png
89,0.2560693654928887,0.7535273091539743,0.05113017801654398,-0.9616116466835789,0.7822192443675666,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage.png,33.498971616618675,548.2464006581654,24.0,517.0,0.9646586345381528,0,0,0,30,-1.7003536278600002,119.55100229009987,0.14829908469507144,0.7899389132810718,0.7668946524829459,2,0.4141566687736156,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage_115.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X00--Y30--T0000--Z00--colorImage_115.png
99,0.8318222007666207,1.0052737641390241,-0.9314584603883439,0.36151174655221235,0.503692849300196,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y01--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y01--T0000--Z00--colorImage.png,594.7367256637167,529.2470501474926,599.0,548.0,0.9565217391304348,0,0,1,1,-1.99775587161,268.1257726065814,0.17101538193050625,0.846896761989828,0.8068868231377333,1,0.6603861204578712,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y01--T0000--Z00--colorImage_130.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y01--T0000--Z00--colorImage_130.png
105,-0.9156933914058377,0.6453901567122083,0.05113017801654398,-1.2318414012493903,0.6768206035822539,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage.png,574.8846025939474,354.89857000332563,578.0,369.5,0.9615795090715044,0,0,1,2,-1.5773757934700001,203.07840958610177,0.2424168107300509,0.6740192308391055,0.7497161009326144,2,0.3638676899560119,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage_136.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage_136.png
113,-1.1104373090100181,0.607335777863108,0.05113017801654398,0.963477313205348,0.4879993868508012,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage.png,576.5910189982728,517.0120898100173,555.5,509.5,0.9560632688927944,0,0,1,2,-1.5773757934700001,167.59652433544397,0.18585844547853134,0.6547536816029028,0.743670823301255,2,0.7724101782045317,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage_148.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage_148.png
123,-0.08168137487470956,0.4869691715822595,1.033718816421432,-0.6436577447376394,-1.9727984285707731,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage.png,539.2553086419753,619.6113580246914,540.0,609.3333333333334,0.8841732979664014,0,0,1,2,-1.5773757934700001,338.0093248859048,0.2863675120063405,0.7565260416588558,0.7245495138877533,3,0.4733269739297776,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage_159.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y02--T0000--Z00--colorImage_159.png
127,0.9848082186375255,0.6740681540906842,-0.9314584603883439,-0.31934949589466094,0.6492912947966869,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y03--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y03--T0000--Z00--colorImage.png,598.702238643773,262.4872853727451,577.0,253.0,0.9607752653437932,0,0,1,3,-1.95402054075,183.98599346354604,0.2530256821456621,0.8620313022414678,0.754271856703895,1,0.5336798047371889,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y03--T0000--Z00--colorImage_164.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y03--T0000--Z00--colorImage_164.png
140,1.624791377844822,-0.04975518147843213,0.05113017801654398,0.2124207600463757,0.4918341771438781,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y07--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y07--T0000--Z00--colorImage.png,251.79226932668328,321.890523690773,252.5,344.0,0.9561752988047808,0,0,1,7,-1.71496169356,151.94225630164146,0.36411977623393255,0.9253433030255378,0.6392860613260946,2,0.6326407173865684,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y07--T0000--Z00--colorImage_177.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y07--T0000--Z00--colorImage_177.png
145,-1.0810974778853175,1.020484803789427,0.05113017801654398,1.1809789521855094,0.3603839079792965,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y07--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y07--T0000--Z00--colorImage.png,52.11039518900344,579.356529209622,61.0,577.0,0.952335098700048,0,0,1,7,-1.71496169356,208.754674077034,0.18835602365828447,0.65765620080899,0.8093032325110918,2,0.8128866066165022,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y07--T0000--Z00--colorImage_183.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y07--T0000--Z00--colorImage_183.png
150,-0.34408732517351415,0.8329757613698111,-0.9314584603883439,0.49900439885440245,0.5725518260332634,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y14--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y14--T0000--Z00--colorImage.png,164.86537652503156,393.52461085401774,170.0,383.0,0.9585333915320822,0,0,1,14,-1.8983808497799999,312.40524795651436,0.2327846943916909,0.7305668496206771,0.7795157480191796,1,0.6859731069476105,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y14--T0000--Z00--colorImage_189.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y14--T0000--Z00--colorImage_189.png
152,0.3676801761974806,0.43297591204682356,1.033718816421432,0.5020256757617708,0.42560215461861756,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y14--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y14--T0000--Z00--colorImage.png,439.25937031484256,500.8888055972014,441.66666666666663,501.66666666666663,0.9542403904820012,0,0,1,14,-1.8983808497799999,179.2543393112719,0.2266755055207249,0.8009803034070125,0.7159722028401058,3,0.6865353578760506,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y14--T0000--Z00--colorImage_191.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y14--T0000--Z00--colorImage_191.png
158,-1.357094609391979,1.116345698083157,0.05113017801654398,0.553260422874466,-1.2446112930722133,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y15--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y15--T0000--Z00--colorImage.png,359.4871078642028,367.4651912333477,360.0,391.0,0.905446623093682,0,0,1,15,-1.3821578775999999,335.63367665559053,0.22551951665889486,0.6303524657732203,0.8245315909161508,2,0.6960699967111242,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y15--T0000--Z00--colorImage_198.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y15--T0000--Z00--colorImage_198.png
170,1.0093030438442132,0.5299217671821399,0.05113017801654398,1.812121590097374,0.5934937808773643,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage.png,354.5683005722817,88.47922368748445,344.5,107.0,0.9591451917033312,0,0,1,20,-1.50301370474,89.66126506775619,0.21728104322236408,0.864454516618878,0.731372916955727,2,0.9303404332679508,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage_212.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage_212.png
174,0.6754582440979261,0.7615784224909379,-0.9314584603883439,-0.1247490704846514,0.29739891881856495,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage.png,644.8525378879,275.5859995188838,671.0,272.0,0.9504950495049505,0,0,1,20,-1.50301370474,228.46517318114638,0.2147579796628868,0.8314280503451797,0.7681736436749053,1,0.5698943832800463,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage_217.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage_217.png
176,-0.16463420465314477,0.27329310497540626,-0.9314584603883439,2.3227365093032883,0.43058517569091126,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage.png,106.7122354658234,645.4996351252737,78.0,632.0,0.9543859649122806,0,0,1,20,-1.50301370474,155.85471915826201,0.21858556787591524,0.7483197169323141,0.6906051641208719,1,1.0253643986975054,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage_221.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y20--T0000--Z00--colorImage_221.png
189,-0.4185098680853278,0.4755456220858436,0.05113017801654398,-0.32286743513002725,-1.2292797860930458,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y26--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y26--T0000--Z00--colorImage.png,304.5211267605634,642.717074376081,303.5,644.5,0.905894519131334,0,0,1,26,-1.8042634637400001,266.42193919047713,0.2397910093369285,0.7232044057385264,0.7227347811203298,2,0.5330251263803469,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y26--T0000--Z00--colorImage_235.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y26--T0000--Z00--colorImage_235.png
193,0.6157264268558911,0.5514813987374476,-0.9314584603883439,-0.9404647487596439,0.08017109650480052,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y29--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X01--Y29--T0000--Z00--colorImage.png,197.97990886495444,433.3092377796189,217.0,442.0,0.9441489361702128,0,0,1,29,-1.7083737751299999,214.6508676819504,0.21303307265312332,0.8255189247601474,0.7347978568003235,1,0.41809204555499,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X01--Y29--T0000--Z00--colorImage_242.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X01--Y29--T0000--Z00--colorImage_242.png
203,-0.8031038072860701,0.6550973732332148,1.033718816421432,0.45838080084697547,0.31345753332043963,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y01--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y01--T0000--Z00--colorImage.png,582.8308678500985,111.9903846153846,584.0,109.66666666666669,0.9509641873278236,0,0,2,1,-1.7990745894099998,394.80762261897326,0.21374901800891,0.6851574486742407,0.7512581788924177,3,0.6784131723912816,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X02--Y01--T0000--Z00--colorImage_253.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X02--Y01--T0000--Z00--colorImage_253.png
205,-0.37845545154755683,0.582489302713788,1.033718816421432,0.6111993714712457,0.5405050171069847,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y02--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y02--T0000--Z00--colorImage.png,37.309924408680814,322.2026335040234,41.66666666666666,300.0,0.9575971731448762,0,0,2,2,-1.61828865019,191.2065846491605,0.223467924620438,0.727166893211456,0.739723739023939,3,0.7068522681281976,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X02--Y02--T0000--Z00--colorImage_255.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X02--Y02--T0000--Z00--colorImage_255.png
209,-1.1094079792482383,0.4371540357647999,1.033718816421432,-0.8262552062741897,-2.792545220693077,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y02--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y02--T0000--Z00--colorImage.png,213.6916643434625,627.8277111792585,211.66666666666663,623.6666666666665,0.8602251407129456,0,0,2,2,-1.61828865019,249.41547084227204,0.39508866938528897,0.654855510730353,0.7166359350732212,3,0.4393461123843349,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X02--Y02--T0000--Z00--colorImage_261.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X02--Y02--T0000--Z00--colorImage_261.png
216,-1.3434552430024695,0.6380140247037297,-0.9314584603883439,1.7066085688599453,0.87026545831797,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y03--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y03--T0000--Z00--colorImage.png,629.2266364759162,268.4310415808975,663.0,284.0,0.9672308246308968,0,0,2,3,-1.64171583657,228.316851310432,0.21417423527263466,0.6317017756153988,0.7485443365474006,1,0.9107047639889848,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X02--Y03--T0000--Z00--colorImage_268.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X02--Y03--T0000--Z00--colorImage_268.png
232,0.23187085900755466,0.5624119496602461,0.05113017801654398,-0.5276814877080132,0.42923314420364816,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y06--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y06--T0000--Z00--colorImage.png,488.1965714285714,567.3680000000002,488.0,584.5,0.9543464665415888,0,0,2,6,-1.5381539080700002,208.69902674853802,0.3816249979876871,0.7875450130048982,0.7365342723454058,2,0.4949098212460506,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X02--Y06--T0000--Z00--colorImage_293.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X02--Y06--T0000--Z00--colorImage_293.png
239,0.4319167306049489,-0.2060170821789173,0.05113017801654398,-0.03192601102103375,-0.46014856881024435,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y07--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y07--T0000--Z00--colorImage.png,25.54447506890504,388.3177148584315,23.0,388.5,0.9283639883833494,0,0,2,7,-2.0950573045599996,130.58295224606994,0.397078126916071,0.8073350718481838,0.6144624641079078,2,0.5871684872315199,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X02--Y07--T0000--Z00--colorImage_300.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X02--Y07--T0000--Z00--colorImage_300.png
252,-0.562105799626355,0.6241699618622075,1.033718816421432,0.6621089193162499,0.5518567119415387,UMO,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y18--T0000--Z00,image--L0000--S00--U00--V00--J07--E00--O01--X02--Y18--T0000--Z00--colorImage.png,54.74399008674103,383.97447335811654,49.33333333333334,397.0,0.9579288025889968,0,0,2,18,-1.47635430627,97.31554030627012,0.3933179366034793,0.7089988042324249,0.746345083637378,3,0.7163263883164231,Z:\lleti\AUTOCLEM\05042019_NOSPOTS_COPB1\crops\image--L0000--S00--U00--V00--J07--E00--O01--X02--Y18--T0000--Z00--colorImage_315.png,./crops/image--L0000--S00--U00--V00--J07--E00--O01--X02--Y18--T0000--Z00--colorImage_315.png
